,cafe_name,review,rating
0,스타벅스 광교엘포트R점,주말 오후에 가면 복작복작한데 또 너무 시끄럽진 않고 좋아요리저브 보시는 파트너분 넘 친절하세요!,4
0,스타벅스 광교엘포트R점,,5
0,스타벅스 광교엘포트R점,그냥 좋은 1층짜리 스타벅스 한 시간 정도 책 보러 갔는데 좋았음,4
0,스타벅스 광교엘포트R점,친절하세요 다들,5
0,스타벅스 광교엘포트R점,직원분이 정말 불친절 하시네요^^ 거의 벌레보듯 쳐다보신 직원분 교육 잘 받으셨어요 ㅎㅎ  스타벅스가 가기가 싫어지네요,1
0,스타벅스 광교엘포트R점,엄청 넓고 직원분들 너무 친절하세요..!,5
0,스타벅스 광교엘포트R점,,5
0,스타벅스 광교엘포트R점,친절하고 깔끔하고 사람 붐빌 땐 자리 없을 때가 많지만요새 코로나라 테이크 아웃 자주 해오는데도 스벅 퀄리티는 여전히 굿,5
0,스타벅스 광교엘포트R점,,3
0,스타벅스 광교엘포트R점,Good,5
0,스타벅스 광교엘포트R점,"목요일 오후 7시 반 쯤에 방문했습니다! 이틀 전에 같은 매장에서 냉장식품을 구입했는데, 교환 및 환불 불가하다는 설명을 듣지 못해 오늘 환불을 하러 간 난처한 상황이었는데도... 카운터에 계신 여자 직원분들께서 끝까지 상냥하고 친절하게 응대해주셔서 감사했습니다^^",5
0,스타벅스 광교엘포트R점,"직원 분들께서 친절하시고, 매장이 항상 깨끗한 편입니다. 주문 후 메뉴가 준비되는 속도도 빠릅니다. 그래서 그런지 손님이 많아 조용하지는 않고, 늘 북적북적합니다. 그리고 겨울에는 출입문을 통해 찬 공기가 유난히 많이 들어옵니다 :(",4
0,스타벅스 광교엘포트R점,,5
0,스타벅스 광교엘포트R점,,5
0,스타벅스 광교엘포트R점,친절,5
0,스타벅스 광교엘포트R점,,5
0,스타벅스 광교엘포트R점,"광교호수공원 컨벤션 근처1. 아래층에 교보문고, 자주, 모던하우스, 이마트, 옆에 롯데몰까지 위치적으로 좋아요2. 리저브커피가 참 맛있어요 향기도 좋고3. 매장이 깔끔하고 공부하는 사람들이 적어요아무튼 최고의 장소입니다.",5
0,스타벅스 광교엘포트R점,,5
0,스타벅스 수원망포DT점,"드리이브 스루 나가는 차선이 우회전차선이라 직진 할때 힘들어요 ㅠㅠㅠㅠㅠㅠㅠㅠ 뒤에서 빵빵,,앞에서 끼어들어가야해서 불편하네용",4
0,스타벅스 수원망포DT점,교통 정체의 주범 .. 사고위험 초래 드라이브스루때문에 주말 교통체증 유발해요,1
0,스타벅스 수원망포DT점,넓고 깔끔,5
0,스타벅스 수원망포DT점,평일 오후 카운터 있는 남자 주문 받을때 별로 바빠보이지도 않는데 말투 기분 나쁘네 케이크 라고 알아듣게 똑바로 얘기하시든가 스타벅스 갔던 중에 이런 태도 직원 처음 봄 짜증남 태도가 건방져 보입니다,1
0,스타벅스 수원망포DT점,넓고 좋음,5
0,스타벅스 수원망포DT점,직원은 매우 친절한데 커피가 참... 맛이 없어요가까워서 자주 가게 되지만 갈 때마다 커피 맛 때문에 아쉽네요. 같은 날 동백dt점과 망포dt점을 방문해서 아메리카노 한 잔씩 사서 맛 비교했는데...정말 멀어도 동백까지 매번 가야하나 싶을 정도의 차이...어찌 된 거죠?직원은 친절해서 별 하나 더 드려요,2
0,스타벅스 수원망포DT점,너무너무 좋아요 감사합니다,5
0,스타벅스 수원망포DT점,여기 직원 정말 친절해요건물도 깨끗하고 좋아요근데 커피가 맛 없어요,3
0,스타벅스 수원망포DT점,,1
0,스타벅스 수원망포DT점,오늘 드라이브 스루 이용했는데 주문받는분 개빡침 주문 더할거 없냐고 묻지도 않고 아직 주문할거 더 있다니까 계속 말하면 되요~  이러고 계산할때 폰이 꺼졌는데 폰이 꺼졌는데 어떻게 계산해드릴까요? 나참 나랑 뭐하자는거임쿨라임은 스파클링 하나없고 아놔..두번다시 안감,1
0,스타벅스 수원망포DT점,good,5
0,스타벅스 수원망포DT점,여기 좋음,5
0,스타벅스 수원망포DT점,오늘 드라이브 스루로 이용했는데 직원이 정말 친절했어요,5
0,스타벅스 수원망포DT점,아침에 이용하기 좋습니다.,5
0,스타벅스 수원망포DT점,베이글 데워주셨는데 너무 질겨요,2
0,스타벅스 수원망포DT점,,5
0,스타벅스 수원망포DT점,여기 DT라 좋아요.  - 카이스트치과의원 올림,5
0,스타벅스 수원망포DT점,넓은 공간과 트인 전망이 좋아요^^♡,4
0,스타벅스 수원망포DT점,"직원들 엄청 친절하고~ 또, 울 집 앞이라 가까워서~ㅋ",5
0,스타벅스 수원망포DT점,친절한서비스 깨끗한매장,5
0,스타벅스 수원광교점,직원들이 로테이션 되서 친절해졌음 근데 몇몇은 진심 서비스업에 안맞는듯 ㅠ  맛도 soso,3
0,스타벅스 수원광교점,굿,5
0,스타벅스 수원광교점,,5
0,스타벅스 수원광교점,,5
0,스타벅스 수원광교점,,5
0,스타벅스 수원광교점,,5
0,스타벅스 수원광교점,,4
0,스타벅스 수원광교점,원두가 안신선한듯. 아메리카노에서 담배향납니다. 덜 신선해도 그 향이 어느정도 커버되는 아이스를 주문했음에도 불구하구요.직원분은 매우 친절합니다.,3
0,스타벅스 수원광교점,친절함,5
0,스타벅스 수원광교점,,4
0,스타벅스 수원광교점,친절하고 맛있네요,5
0,스타벅스 수원광교점,친절하고 좋았습니다,5
0,스타벅스 수원광교점,알바 매우 불친절해요 정말로,1
0,스타벅스 수원광교점,자리를 잘 못 잡아서 그런지주문번호 부르는 소리가 너무 시끄렁ㅠ,3
0,스타벅스 수원광교점,,5
0,스타벅스 수원광교점,사람이 너무 많다ㅜㅜ,3
0,스타벅스 수원광교점,,3
0,스타벅스 수원영통점,엄청 바빠보이시던데 인상찌푸리는 분 하나없음 굿,5
0,스타벅스 수원영통점,은근히 사람 많이 안와서 아침에 가기 좋은 카페,5
0,스타벅스 수원영통점,생각보다 작네요. 그러나 쾌적하고 좋았어요,5
0,스타벅스 수원영통점,최고의 카페입니다,5
0,스타벅스 수원영통점,직원들이 엄청 친절하고 음료도 빨리나오고 맛있어요(^o^),5
0,스타벅스 수원영통점,다른 곳보다 맛이 얇음..,1
0,스타벅스 수원영통점,,4
0,스타벅스 수원영통점,좋아요,5
0,스타벅스 수원영통점,,2
0,스타벅스 수원영통점,,3
0,스타벅스 수원영통점,스타벅스다보니 사람이 많아 시끄럽고 의자랑 테이블 겁나 불편,3
0,스타벅스 수원영통점,스타벅스,3
0,스타벅스 수원영통점,집앞 조용하고 자주 찾는 곳 ~ㅎㅎ손님도 많이 없어 좋아요,5
